order_id,date,customer_id,category,region,product,quantity,unit_price,revenue,status
ORD-10267,2025-06-01,CUST-5111,Electronics,Latin America,Laptop Stand,4,158.56,634.24,completed
ORD-10268,2025-06-02,CUST-5096,Beauty,Europe,Sunscreen,3,36.88,110.64,cancelled
ORD-10269,2025-06-02,CUST-5077,Apparel,Europe,Cotton Tee,1,81.52,81.52,completed
ORD-10270,2025-06-03,CUST-5089,Beauty,Europe,Moisturizer,1,38.58,38.58,completed
ORD-10271,2025-06-03,CUST-5143,Beauty,North America,Moisturizer,2,42.28,84.56,completed
ORD-10272,2025-06-04,CUST-5095,Electronics,Asia Pacific,Smart Watch,1,279.12,279.12,cancelled
ORD-10273,2025-06-04,CUST-5157,Apparel,North America,Yoga Pants,4,52.82,211.28,completed
ORD-10274,2025-06-05,CUST-5084,Apparel,Europe,Running Shoes,2,29.26,58.52,cancelled
ORD-10275,2025-06-05,CUST-5157,Apparel,North America,Running Shoes,1,49.11,49.11,completed
ORD-10276,2025-06-06,CUST-5108,Electronics,Europe,Smart Watch,1,148.74,148.74,completed
ORD-10277,2025-06-06,CUST-5094,Electronics,Europe,USB-C Hub,4,221.17,884.68,completed
ORD-10278,2025-06-07,CUST-5046,Apparel,North America,Winter Coat,4,98.20,392.80,completed
ORD-10279,2025-06-07,CUST-5069,Electronics,North America,Wireless Headphones,3,110.50,331.50,completed
ORD-10280,2025-06-07,CUST-5033,Beauty,Asia Pacific,Moisturizer,4,48.19,192.76,completed
ORD-10281,2025-06-08,CUST-5097,Home & Garden,North America,Desk Lamp,1,73.26,73.26,completed
ORD-10282,2025-06-08,CUST-5098,Apparel,North America,Yoga Pants,3,102.92,308.76,cancelled
ORD-10283,2025-06-09,CUST-5158,Home & Garden,Europe,Throw Pillow,1,27.68,27.68,cancelled
ORD-10284,2025-06-09,CUST-5045,Home & Garden,North America,Throw Pillow,2,75.63,151.26,completed
ORD-10285,2025-06-10,CUST-5149,Electronics,Asia Pacific,Wireless Headphones,1,243.44,243.44,completed
ORD-10286,2025-06-10,CUST-5035,Apparel,North America,Winter Coat,1,93.65,93.65,completed
ORD-10287,2025-06-11,CUST-5047,Apparel,Europe,Running Shoes,4,107.79,431.16,completed
ORD-10288,2025-06-11,CUST-5090,Electronics,Latin America,Smart Watch,4,193.75,775.00,completed
ORD-10289,2025-06-11,CUST-5072,Beauty,Asia Pacific,Moisturizer,1,58.50,58.50,cancelled
ORD-10290,2025-06-12,CUST-5096,Home & Garden,North America,Kitchen Knife Set,2,34.77,69.54,cancelled
ORD-10291,2025-06-12,CUST-5079,Sports,Asia Pacific,Dumbbell Set,2,49.61,99.22,completed
ORD-10292,2025-06-13,CUST-5057,Electronics,Latin America,USB-C Hub,4,126.20,504.80,cancelled
ORD-10293,2025-06-13,CUST-5008,Home & Garden,Latin America,Kitchen Knife Set,3,51.24,153.72,completed
ORD-10294,2025-06-13,CUST-5010,Apparel,North America,Cotton Tee,2,104.95,209.90,cancelled
ORD-10295,2025-06-14,CUST-5022,Sports,Europe,Dumbbell Set,1,65.33,65.33,completed
ORD-10296,2025-06-14,CUST-5123,Apparel,Europe,Yoga Pants,1,109.51,109.51,completed
ORD-10297,2025-06-14,CUST-5141,Home & Garden,Asia Pacific,Storage Bin,4,65.20,260.80,completed
ORD-10298,2025-06-15,CUST-5033,Electronics,Europe,Wireless Headphones,4,84.03,336.12,cancelled
ORD-10299,2025-06-15,CUST-5030,Sports,North America,Resistance Bands,4,46.34,185.36,completed
ORD-10300,2025-06-15,CUST-5155,Electronics,Latin America,USB-C Hub,4,254.78,1019.12,completed
ORD-10301,2025-06-16,CUST-5153,Sports,North America,Resistance Bands,3,94.91,284.73,completed
ORD-10302,2025-06-16,CUST-5175,Electronics,North America,USB-C Hub,4,260.55,1042.20,completed
ORD-10303,2025-06-17,CUST-5158,Beauty,North America,Moisturizer,3,65.34,196.02,completed
ORD-10304,2025-06-18,CUST-5126,Beauty,North America,Lip Balm,3,41.10,123.30,cancelled
ORD-10305,2025-06-18,CUST-5121,Home & Garden,North America,Plant Pot,2,35.86,71.72,cancelled
ORD-10306,2025-06-19,CUST-5145,Home & Garden,North America,Plant Pot,2,23.49,46.98,completed
ORD-10307,2025-06-19,CUST-5177,Sports,North America,Yoga Mat,2,88.14,176.28,completed
ORD-10308,2025-06-19,CUST-5169,Electronics,Europe,Laptop Stand,4,295.80,1183.20,completed
ORD-10309,2025-06-20,CUST-5049,Home & Garden,North America,Plant Pot,1,75.86,75.86,cancelled
ORD-10310,2025-06-20,CUST-5088,Sports,North America,Dumbbell Set,3,28.06,84.18,completed
ORD-10311,2025-06-21,CUST-5008,Home & Garden,North America,Kitchen Knife Set,4,87.42,349.68,completed
ORD-10312,2025-06-21,CUST-5080,Home & Garden,North America,Throw Pillow,3,67.42,202.26,completed
ORD-10313,2025-06-22,CUST-5024,Electronics,North America,Wireless Headphones,3,156.98,470.94,completed
ORD-10314,2025-06-22,CUST-5109,Electronics,Europe,Laptop Stand,3,143.64,430.92,completed
ORD-10315,2025-06-22,CUST-5149,Electronics,Asia Pacific,Bluetooth Speaker,4,240.14,960.56,completed
ORD-10316,2025-06-23,CUST-5064,Apparel,Europe,Cotton Tee,1,96.09,96.09,completed
ORD-10317,2025-06-23,CUST-5141,Electronics,Europe,USB-C Hub,4,151.15,604.60,completed
ORD-10318,2025-06-24,CUST-5172,Electronics,Asia Pacific,Wireless Headphones,3,246.89,740.67,completed
ORD-10319,2025-06-24,CUST-5085,Home & Garden,Latin America,Desk Lamp,2,37.96,75.92,completed
ORD-10320,2025-06-25,CUST-5084,Electronics,Asia Pacific,Smart Watch,3,225.52,676.56,cancelled
ORD-10321,2025-06-25,CUST-5157,Beauty,North America,Sunscreen,4,63.95,255.80,completed
ORD-10322,2025-06-26,CUST-5067,Electronics,North America,Bluetooth Speaker,4,269.79,1079.16,completed
ORD-10323,2025-06-26,CUST-5083,Sports,Latin America,Water Bottle,2,28.11,56.22,completed
ORD-10324,2025-06-27,CUST-5163,Home & Garden,Latin America,Storage Bin,4,72.83,291.32,completed
ORD-10325,2025-06-27,CUST-5050,Sports,North America,Water Bottle,1,98.02,98.02,completed
ORD-10326,2025-06-28,CUST-5028,Home & Garden,Europe,Plant Pot,2,74.64,149.28,completed
ORD-10327,2025-06-28,CUST-5041,Apparel,Europe,Yoga Pants,3,101.18,303.54,completed
ORD-10328,2025-06-29,CUST-5159,Apparel,Asia Pacific,Winter Coat,3,67.24,201.72,completed
ORD-10329,2025-06-29,CUST-5094,Electronics,Asia Pacific,Laptop Stand,3,89.35,268.05,completed
ORD-10330,2025-06-30,CUST-5157,Home & Garden,Asia Pacific,Plant Pot,1,51.09,51.09,completed
ORD-10331,2025-06-30,CUST-5150,Home & Garden,North America,Kitchen Knife Set,2,88.71,177.42,completed
ORD-10332,2025-07-01,CUST-5001,Beauty,North America,Sunscreen,2,59.00,118.00,completed
ORD-10333,2025-07-01,CUST-5177,Electronics,North America,Wireless Headphones,1,290.61,290.61,completed
ORD-10334,2025-07-02,CUST-5057,Beauty,Latin America,Lip Balm,4,41.51,166.04,completed
ORD-10335,2025-07-02,CUST-5033,Apparel,North America,Cotton Tee,2,75.13,150.26,completed
ORD-10336,2025-07-03,CUST-5017,Sports,North America,Tennis Racket,4,98.94,395.76,completed
ORD-10337,2025-07-03,CUST-5156,Electronics,North America,Smart Watch,1,126.16,126.16,cancelled
ORD-10338,2025-07-03,CUST-5014,Sports,Asia Pacific,Tennis Racket,4,92.65,370.60,completed
ORD-10339,2025-07-04,CUST-5130,Electronics,Europe,Laptop Stand,1,125.77,125.77,completed
ORD-10340,2025-07-04,CUST-5157,Apparel,Europe,Running Shoes,1,111.56,111.56,completed
ORD-10341,2025-07-05,CUST-5163,Electronics,Latin America,Laptop Stand,1,288.67,288.67,completed
ORD-10342,2025-07-05,CUST-5125,Electronics,Asia Pacific,Bluetooth Speaker,1,163.66,163.66,cancelled
ORD-10343,2025-07-06,CUST-5121,Electronics,North America,Laptop Stand,2,173.06,346.12,completed
ORD-10344,2025-07-06,CUST-5103,Electronics,North America,USB-C Hub,4,195.46,781.84,cancelled
ORD-10345,2025-07-07,CUST-5100,Apparel,North America,Denim Jacket,4,57.04,228.16,completed
ORD-10346,2025-07-07,CUST-5099,Beauty,Europe,Moisturizer,4,36.04,144.16,cancelled
ORD-10347,2025-07-08,CUST-5026,Sports,North America,Tennis Racket,2,109.18,218.36,completed
ORD-10348,2025-07-08,CUST-5178,Apparel,Asia Pacific,Yoga Pants,2,92.46,184.92,completed
ORD-10349,2025-07-08,CUST-5043,Electronics,North America,USB-C Hub,3,118.99,356.97,completed
ORD-10350,2025-07-09,CUST-5127,Beauty,Asia Pacific,Sunscreen,4,66.04,264.16,completed
ORD-10351,2025-07-09,CUST-5118,Electronics,Latin America,Smart Watch,1,273.18,273.18,completed
ORD-10352,2025-07-10,CUST-5179,Home & Garden,North America,Throw Pillow,4,52.52,210.08,completed
ORD-10353,2025-07-10,CUST-5099,Beauty,Asia Pacific,Moisturizer,2,28.82,57.64,completed
ORD-10354,2025-07-11,CUST-5014,Beauty,North America,Hair Oil,4,37.90,151.60,completed
ORD-10355,2025-07-11,CUST-5151,Sports,Europe,Yoga Mat,1,79.83,79.83,completed
ORD-10356,2025-07-11,CUST-5148,Home & Garden,Europe,Throw Pillow,3,80.55,241.65,cancelled
ORD-10357,2025-07-12,CUST-5073,Electronics,North America,USB-C Hub,4,119.06,476.24,completed
ORD-10358,2025-07-12,CUST-5118,Beauty,Europe,Lip Balm,1,53.14,53.14,completed
ORD-10359,2025-07-13,CUST-5013,Sports,Asia Pacific,Yoga Mat,4,102.52,410.08,completed
ORD-10360,2025-07-13,CUST-5173,Electronics,North America,Laptop Stand,4,82.13,328.52,completed
ORD-10361,2025-07-13,CUST-5022,Beauty,Europe,Moisturizer,1,27.69,27.69,cancelled
ORD-10362,2025-07-14,CUST-5161,Apparel,Asia Pacific,Winter Coat,1,53.10,53.10,completed
ORD-10363,2025-07-14,CUST-5162,Sports,North America,Resistance Bands,3,95.51,286.53,completed
ORD-10364,2025-07-15,CUST-5118,Electronics,North America,Laptop Stand,2,118.23,236.46,cancelled
ORD-10365,2025-07-15,CUST-5010,Home & Garden,North America,Throw Pillow,1,28.63,28.63,completed
ORD-10366,2025-07-16,CUST-5070,Electronics,Europe,Smart Watch,1,90.19,90.19,completed
ORD-10367,2025-07-16,CUST-5154,Electronics,Latin America,Smart Watch,3,199.96,599.88,cancelled
ORD-10368,2025-07-16,CUST-5051,Electronics,North America,USB-C Hub,4,121.52,486.08,completed
ORD-10369,2025-07-17,CUST-5067,Electronics,North America,USB-C Hub,3,91.49,274.47,cancelled
ORD-10370,2025-07-17,CUST-5042,Home & Garden,Latin America,Storage Bin,2,20.88,41.76,completed
ORD-10371,2025-07-17,CUST-5018,Electronics,North America,Bluetooth Speaker,3,283.65,850.95,cancelled
ORD-10372,2025-07-18,CUST-5084,Sports,Asia Pacific,Dumbbell Set,1,108.51,108.51,completed
ORD-10373,2025-07-18,CUST-5018,Electronics,Europe,USB-C Hub,4,205.11,820.44,completed
ORD-10374,2025-07-19,CUST-5012,Home & Garden,Europe,Desk Lamp,4,32.77,131.08,cancelled
ORD-10375,2025-07-19,CUST-5149,Electronics,North America,Smart Watch,2,121.42,242.84,completed
ORD-10376,2025-07-19,CUST-5092,Home & Garden,Europe,Storage Bin,4,61.25,245.00,completed
ORD-10377,2025-07-20,CUST-5138,Apparel,Europe,Winter Coat,1,104.06,104.06,completed
ORD-10378,2025-07-20,CUST-5122,Electronics,North America,USB-C Hub,1,120.97,120.97,cancelled
ORD-10379,2025-07-20,CUST-5133,Apparel,Asia Pacific,Cotton Tee,1,70.45,70.45,completed
ORD-10380,2025-07-21,CUST-5173,Electronics,North America,Smart Watch,4,233.95,935.80,completed
ORD-10381,2025-07-21,CUST-5038,Electronics,Europe,Smart Watch,4,220.69,882.76,completed
ORD-10382,2025-07-22,CUST-5089,Apparel,Asia Pacific,Cotton Tee,3,101.21,303.63,completed
ORD-10383,2025-07-22,CUST-5043,Sports,North America,Resistance Bands,1,105.39,105.39,completed
ORD-10384,2025-07-23,CUST-5050,Sports,North America,Yoga Mat,2,85.76,171.52,completed
ORD-10385,2025-07-23,CUST-5171,Sports,Europe,Water Bottle,4,95.48,381.92,completed
ORD-10386,2025-07-23,CUST-5120,Sports,Europe,Dumbbell Set,2,46.76,93.52,completed
ORD-10387,2025-07-24,CUST-5095,Apparel,Europe,Winter Coat,3,46.34,139.02,completed
ORD-10388,2025-07-24,CUST-5082,Apparel,Europe,Yoga Pants,1,27.92,27.92,completed
ORD-10389,2025-07-25,CUST-5118,Electronics,North America,Laptop Stand,2,232.32,464.64,completed
ORD-10390,2025-07-25,CUST-5136,Electronics,Asia Pacific,USB-C Hub,3,175.32,525.96,completed
ORD-10391,2025-07-26,CUST-5137,Electronics,North America,Laptop Stand,3,174.11,522.33,completed
ORD-10392,2025-07-26,CUST-5076,Home & Garden,North America,Kitchen Knife Set,4,73.59,294.36,cancelled
ORD-10393,2025-07-27,CUST-5064,Electronics,North America,Laptop Stand,1,132.34,132.34,completed
ORD-10394,2025-07-27,CUST-5076,Home & Garden,Europe,Storage Bin,2,88.35,176.70,cancelled
ORD-10395,2025-07-28,CUST-5115,Electronics,North America,Laptop Stand,1,265.68,265.68,completed
ORD-10396,2025-07-28,CUST-5098,Sports,Asia Pacific,Water Bottle,4,18.92,75.68,completed
ORD-10397,2025-07-28,CUST-5077,Beauty,North America,Hair Oil,2,19.64,39.28,cancelled
ORD-10398,2025-07-29,CUST-5026,Sports,North America,Resistance Bands,4,85.40,341.60,completed
ORD-10399,2025-07-29,CUST-5102,Beauty,Latin America,Face Serum,3,45.89,137.67,cancelled
ORD-10400,2025-07-30,CUST-5141,Home & Garden,North America,Storage Bin,3,72.65,217.95,completed
ORD-10401,2025-07-30,CUST-5079,Home & Garden,Asia Pacific,Storage Bin,2,67.07,134.14,completed
ORD-10402,2025-07-30,CUST-5068,Apparel,Latin America,Running Shoes,3,60.19,180.57,completed
ORD-10403,2025-07-31,CUST-5049,Home & Garden,Asia Pacific,Plant Pot,2,24.67,49.34,completed
ORD-10404,2025-07-31,CUST-5027,Beauty,North America,Moisturizer,1,49.51,49.51,cancelled
ORD-10405,2025-08-01,CUST-5026,Electronics,North America,Bluetooth Speaker,3,237.99,713.97,completed
ORD-10406,2025-08-01,CUST-5156,Apparel,North America,Running Shoes,3,42.60,127.80,completed
ORD-10407,2025-08-02,CUST-5143,Electronics,North America,Wireless Headphones,4,194.71,778.84,completed
ORD-10408,2025-08-02,CUST-5074,Electronics,Asia Pacific,Wireless Headphones,3,111.20,333.60,completed
ORD-10409,2025-08-03,CUST-5126,Electronics,Europe,Laptop Stand,3,150.73,452.19,completed
ORD-10410,2025-08-03,CUST-5137,Apparel,North America,Denim Jacket,4,49.56,198.24,completed
ORD-10411,2025-08-04,CUST-5068,Electronics,Europe,Smart Watch,1,135.12,135.12,completed
ORD-10412,2025-08-04,CUST-5168,Electronics,North America,USB-C Hub,2,166.10,332.20,completed
ORD-10413,2025-08-05,CUST-5061,Electronics,Europe,Bluetooth Speaker,2,214.42,428.84,cancelled
ORD-10414,2025-08-06,CUST-5126,Apparel,North America,Yoga Pants,3,98.85,296.55,completed
ORD-10415,2025-08-06,CUST-5015,Beauty,Europe,Sunscreen,1,29.42,29.42,completed
ORD-10416,2025-08-07,CUST-5026,Beauty,Europe,Hair Oil,3,65.20,195.60,completed
ORD-10417,2025-08-07,CUST-5153,Electronics,Europe,Bluetooth Speaker,2,240.60,481.20,completed
ORD-10418,2025-08-08,CUST-5146,Sports,Europe,Resistance Bands,1,78.14,78.14,cancelled
ORD-10419,2025-08-08,CUST-5041,Electronics,North America,Bluetooth Speaker,1,137.16,137.16,completed
ORD-10420,2025-08-09,CUST-5045,Home & Garden,North America,Desk Lamp,4,22.92,91.68,completed
ORD-10421,2025-08-09,CUST-5173,Beauty,Europe,Hair Oil,3,12.08,36.24,completed
ORD-10422,2025-08-10,CUST-5107,Beauty,Asia Pacific,Lip Balm,3,48.06,144.18,completed
ORD-10423,2025-08-10,CUST-5135,Beauty,Europe,Moisturizer,2,59.89,119.78,completed
ORD-10424,2025-08-11,CUST-5042,Apparel,Latin America,Running Shoes,4,29.97,119.88,completed
ORD-10425,2025-08-11,CUST-5148,Apparel,Latin America,Winter Coat,1,83.10,83.10,completed
ORD-10426,2025-08-12,CUST-5031,Electronics,North America,Wireless Headphones,4,136.04,544.16,completed
ORD-10427,2025-08-12,CUST-5132,Beauty,Europe,Sunscreen,1,48.29,48.29,completed
ORD-10428,2025-08-13,CUST-5020,Electronics,North America,Laptop Stand,3,171.70,515.10,cancelled
ORD-10429,2025-08-14,CUST-5077,Apparel,North America,Cotton Tee,2,64.21,128.42,cancelled
ORD-10430,2025-08-14,CUST-5069,Apparel,Asia Pacific,Cotton Tee,3,62.37,187.11,completed
ORD-10431,2025-08-14,CUST-5039,Electronics,Asia Pacific,Smart Watch,1,174.54,174.54,completed
ORD-10432,2025-08-15,CUST-5155,Electronics,Asia Pacific,Wireless Headphones,1,195.55,195.55,completed
ORD-10433,2025-08-15,CUST-5179,Electronics,Europe,Laptop Stand,4,158.41,633.64,completed
ORD-10434,2025-08-16,CUST-5095,Beauty,Asia Pacific,Face Serum,3,37.57,112.71,cancelled
ORD-10435,2025-08-16,CUST-5085,Electronics,North America,Smart Watch,4,225.54,902.16,completed
ORD-10436,2025-08-16,CUST-5144,Electronics,North America,Wireless Headphones,3,224.76,674.28,completed
ORD-10437,2025-08-17,CUST-5149,Apparel,Europe,Cotton Tee,3,43.82,131.46,completed
ORD-10438,2025-08-17,CUST-5012,Apparel,Asia Pacific,Denim Jacket,1,46.62,46.62,cancelled
ORD-10439,2025-08-17,CUST-5059,Electronics,North America,Smart Watch,4,138.66,554.64,completed
ORD-10440,2025-08-18,CUST-5039,Beauty,North America,Face Serum,3,40.69,122.07,completed
ORD-10441,2025-08-18,CUST-5148,Electronics,Europe,USB-C Hub,1,292.70,292.70,cancelled
ORD-10442,2025-08-19,CUST-5129,Home & Garden,Latin America,Desk Lamp,1,22.65,22.65,cancelled
ORD-10443,2025-08-19,CUST-5135,Beauty,Asia Pacific,Lip Balm,4,40.64,162.56,completed
ORD-10444,2025-08-20,CUST-5050,Home & Garden,Latin America,Kitchen Knife Set,1,42.42,42.42,completed
ORD-10445,2025-08-20,CUST-5054,Sports,Europe,Tennis Racket,3,99.21,297.63,completed
ORD-10446,2025-08-21,CUST-5037,Apparel,North America,Denim Jacket,4,36.96,147.84,completed
ORD-10447,2025-08-21,CUST-5162,Beauty,Europe,Lip Balm,3,49.12,147.36,completed
ORD-10448,2025-08-21,CUST-5015,Sports,North America,Dumbbell Set,3,50.67,152.01,completed
ORD-10449,2025-08-22,CUST-5093,Home & Garden,North America,Throw Pillow,4,40.65,162.60,completed
ORD-10450,2025-08-23,CUST-5147,Apparel,Europe,Winter Coat,1,48.97,48.97,completed
ORD-10451,2025-08-23,CUST-5010,Apparel,Latin America,Winter Coat,2,99.34,198.68,cancelled
ORD-10452,2025-08-23,CUST-5102,Sports,Europe,Tennis Racket,4,25.15,100.60,completed
ORD-10453,2025-08-24,CUST-5058,Sports,Latin America,Yoga Mat,2,60.45,120.90,completed
ORD-10454,2025-08-24,CUST-5164,Home & Garden,North America,Kitchen Knife Set,3,26.90,80.70,completed
ORD-10455,2025-08-25,CUST-5012,Home & Garden,North America,Desk Lamp,2,61.41,122.82,completed
ORD-10456,2025-08-25,CUST-5094,Apparel,North America,Running Shoes,4,36.22,144.88,completed
ORD-10457,2025-08-26,CUST-5174,Beauty,North America,Face Serum,1,43.69,43.69,completed
ORD-10458,2025-08-26,CUST-5110,Beauty,Asia Pacific,Sunscreen,2,52.28,104.56,completed
ORD-10459,2025-08-27,CUST-5002,Electronics,Latin America,Bluetooth Speaker,4,125.90,503.60,completed
ORD-10460,2025-08-27,CUST-5165,Electronics,Europe,USB-C Hub,4,95.99,383.96,completed
ORD-10461,2025-08-28,CUST-5085,Home & Garden,North America,Desk Lamp,1,72.55,72.55,completed
ORD-10462,2025-08-28,CUST-5022,Sports,Europe,Tennis Racket,1,28.51,28.51,completed
ORD-10463,2025-08-29,CUST-5098,Apparel,Europe,Winter Coat,3,95.41,286.23,completed
ORD-10464,2025-08-29,CUST-5080,Sports,Asia Pacific,Water Bottle,3,64.03,192.09,completed
ORD-10465,2025-08-30,CUST-5132,Home & Garden,Europe,Kitchen Knife Set,2,46.64,93.28,completed
ORD-10466,2025-08-30,CUST-5139,Beauty,Asia Pacific,Face Serum,3,37.09,111.27,completed
ORD-10467,2025-08-30,CUST-5042,Beauty,Latin America,Moisturizer,4,35.91,143.64,completed
ORD-10468,2025-08-31,CUST-5098,Apparel,North America,Winter Coat,4,66.47,265.88,cancelled
ORD-10469,2025-08-31,CUST-5088,Sports,Europe,Tennis Racket,3,32.21,96.63,cancelled
